"c5r2mtsc","c5r2mtsc_std","p5hmage","w3momed_hsb","w3income","catholic"
38.28,-1.25860273961545,30,1,12.5005,0
57.905,0.761660448540896,28,1,32.5005,0
48.572,-0.199109810570602,29,1,32.5005,0
44.556,-0.612530292794086,35,1,37.5005,0
58.539,0.826926530644902,49,1,37.5005,0
49.823,-0.0703276832644323,28,0,62.5005,0
40.477,-1.0324362058891,25,1,32.5005,0
44.831,-0.584220872323105,31,1,45.0005,0
68.115,1.81271202311803,41,0,150.0005,1
60.035,0.980929778007036,42,0,87.5005,1
55.696,0.534258594648546,38,0,62.5005,1
58.343,0.80674963460013,40,0,37.5005,1
45.376,-0.528116748116981,52,1,150.0005,1
41.109,-0.967376010479432,38,1,62.5005,1
61.114,1.09200564960045,36,0,87.5005,1
54.747,0.436565358186871,45,0,150.0005,1
68.486,1.85090400491706,40,0,87.5005,1
68.169,1.81827096386506,38,0,150.0005,1
67.821,1.78244667905087,39,0,200.001,1
48.117,-0.24594903353168,39,0,87.5005,1
57.014,0.669937926214919,42,0,200.001,1
54.991,0.461683534895668,37,0,150.0005,1
52.041,0.158000660752422,43,0,200.001,1
49.452,-0.108519665063465,48,1,62.5005,1
56.37,0.60364241063924,36,0,87.5005,1
47.234,-0.336848009080319,43,0,87.5005,1
57.417,0.711424095123301,51,0,150.0005,0
49.31,-0.123137620361207,40,0,150.0005,1
44.524,-0.615824479903437,48,0,150.0005,1
48.584,-0.197874490404596,47,1,37.5005,1
54.046,0.364402071822662,44,0,200.001,1
52.986,0.255282123825428,47,0,87.5005,1
43.617,-0.709194095784089,40,0,150.0005,1
59.745,0.951076207328547,53,0,62.5005,1
49.137,-0.140946819421133,50,0,87.5005,1
57.452,0.715027112274153,40,0,87.5005,1
40.164,-1.06465747355244,34,0,22.5005,1
52.794,0.235517001169325,48,0,62.5005,1
57.256,0.694850216229381,29,1,62.5005,0
65.255,1.51829405021983,43,0,87.5005,0
30.968,-2.01132449410203,36,1,62.5005,0
44.045,-0.665134343196526,41,1,62.5005,0
69.485,1.9537444087371,38,0,87.5005,0
58.464,0.819205779607361,35,0,87.5005,1
47.837,-0.274773170738495,43,1,62.5005,0
57.336,0.703085684002757,40,0,87.5005,0
46.439,-0.418687970078244,32,0,45.0005,0
57.617,0.732012764556741,37,0,87.5005,0
60.131,0.990812339335088,45,1,87.5005,0
47.927,-0.265508269493448,36,0,62.5005,1
63.158,1.30242185121021,42,0,87.5005,1
62.814,1.26700933978469,42,1,150.0005,0
64.516,1.44221891666327,44,0,87.5005,0
53.9,0.349372343136251,45,0,150.0005,0
59.342,0.909590038420165,36,1,150.0005,0
70.101,2.01715751059209,43,0,150.0005,1
52.827,0.238914131625843,38,0,87.5005,0
35.942,-1.49928428529237,35,1,62.5005,0
50.499,-0.00073798057940345,40,0,87.5005,1
59.637,0.93995832583449,35,0,37.5005,0
44.485,-0.619839270442958,35,0,62.5005,0
65.188,1.51139684595963,38,0,150.0005,0
47.145,-0.346009966978199,51,0,87.5005,0
51.924,0.145956289133859,38,0,32.5005,0
61.804,1.16303655914582,42,1,27.5005,0
51.88,0.141426781858503,41,0,62.5005,0
49.104,-0.144343949877651,35,0,62.5005,0
60.237,1.00172433413481,42,0,45.0005,0
56.338,0.60034822352989,33,0,32.5005,0
50.81,0.0312774003895964,38,1,62.5005,0
51.83,0.136279614500142,38,1,37.5005,0
48.774,-0.178315254442827,40,1,27.5005,0
60.481,1.02684251084361,27,1,5,0
43.571,-0.713929489753781,34,0,45.0005,0
41.072,-0.971184914324618,40,1,17.5005,0
43.584,-0.712591226240606,34,1,32.5005,0
44.435,-0.624986437801317,31,0,87.5005,0
43.657,-0.705076361897401,33,0,32.5005,0
46.287,-0.434335358847659,31,0,37.5005,0
66.273,1.62309037763604,24,1,37.5005,0
55.26,0.489375295283646,32,1,62.5005,0
45.774,-0.487145295944434,31,1,45.0005,0
57.452,0.715027112274153,27,0,37.5005,0
56.76,0.643790316034449,59,1,62.5005,0
39.776,-1.10459949225331,33,0,27.5005,0
48.146,-0.24296367646383,48,1,62.5005,1
61.358,1.11712382630924,39,0,87.5005,1
53.61,0.319518772457762,36,0,87.5005,1
51.705,0.123411696104242,36,0,150.0005,1
44.654,-0.6024418447717,44,0,62.5005,1
57.847,0.755689734405198,35,0,87.5005,1
55.748,0.53961164870124,34,1,62.5005,1
64.157,1.40526225503024,42,1,27.5005,1
58.241,0.796249413189075,43,0,62.5005,1
61.944,1.17744862774923,36,0,87.5005,1
45.889,-0.475306811020205,41,1,62.5005,0
59.572,0.933267008268622,39,1,62.5005,0
72.675,2.28213368620047,37,0,32.5005,0
60.373,1.01572462934955,37,0,62.5005,0
46.068,-0.456879951877277,36,1,37.5005,0
41.666,-0.910036566107301,36,1,32.5005,0
52.473,0.202472186728653,33,1,45.0005,0
53.979,0.35750486756246,42,0,45.0005,0
60.294,1.00759210492334,36,0,45.0005,0
53.207,0.27803260354938,32,0,62.5005,0
54.943,0.456742254231642,37,0,87.5005,0
51.905,0.144000365537683,37,0,62.5005,0
59.069,0.881486504643519,37,0,37.5005,0
60.052,0.982679814908879,33,1,62.5005,0
44.672,-0.600588864522691,39,0,87.5005,0
52.802,0.236340547946663,46,1,45.0005,0
46.008,-0.463056552707308,33,1,7.5005,0
31.482,-1.95841161365809,34,1,27.5005,0
34.298,-1.66852314803525,49,1,62.5005,0
54.396,0.400432243331183,38,0,45.0005,0
31.104,-1.99732419888729,29,1,45.0005,0
43.087,-0.763754069782706,47,0,62.5005,0
60.678,1.04712235023555,36,1,32.5005,0
49.623,-0.090916352697873,36,1,17.5005,0
47.359,-0.323980090684418,31,0,37.5005,1
55.71,0.535699801508887,35,0,62.5005,1
39.981,-1.08349610608404,36,1,45.0005,1
51.605,0.113117361387522,39,0,37.5005,1
47.455,-0.314097529356367,37,1,32.5005,0
47.435,-0.316156396299711,33,1,62.5005,0
35.537,-1.54097634089508,38,1,22.5005,0
48.584,-0.197874490404596,37,1,27.5005,0
43.221,-0.749959661262301,38,1,45.0005,0
49.412,-0.112637398950153,48,1,22.5005,0
53.117,0.268767702304331,37,1,12.5005,0
45.117,-0.554779075033286,38,1,22.5005,0
53.134,0.270517739206174,39,1,45.0005,0
52.21,0.175398086423679,41,0,37.5005,0
50.305,-0.0207089899298409,31,0,62.5005,0
61.193,1.10013817402666,43,0,62.5005,0
45.471,-0.518337130136097,43,0,87.5005,0
41.912,-0.884712502704169,31,0,62.5005,0
55.093,0.472183756306723,35,0,62.5005,0
57.865,0.757542714654208,38,0,62.5005,0
56.743,0.642040279132607,41,1,150.0005,0
59.499,0.925752143925416,41,1,45.0005,0
63.773,1.36573200971804,38,0,150.0005,0
60.963,1.0764612041782,45,1,62.5005,0
57.69,0.739527628899947,39,0,87.5005,0
55.683,0.532920331135372,40,1,45.0005,0
46.809,-0.38059893162638,69,1,27.5005,0
54.79,0.440991922115061,34,1,62.5005,0
64.147,1.40423282155857,36,0,87.5005,0
55.302,0.493698915864668,39,0,62.5005,0
56.363,0.60292180720907,37,1,87.5005,0
51.576,0.110132004319673,36,0,62.5005,0
59.668,0.943149569596673,36,1,45.0005,0
64.013,1.39043841303817,42,0,27.5005,0
61.431,1.12463869065245,37,1,87.5005,0
63.277,1.31467210952311,37,0,62.5005,0
48.855,-0.169976843322284,42,1,62.5005,0
51.874,0.1408091217755,34,1,37.5005,0
50.689,0.0188212553823647,33,0,62.5005,0
60.584,1.03744567560183,37,0,62.5005,0
55.126,0.475580886763241,48,0,45.0005,0
50.885,0.0389981514271361,33,0,12.5005,0
53.142,0.271341285983512,35,1,27.5005,0
34.525,-1.64515500822829,31,1,32.5005,0
39.309,-1.1526740353804,48,0,45.0005,0
41.604,-0.916419053631667,25,0,62.5005,0
54.142,0.374284633150714,44,1,37.5005,0
32.012,-1.90385163965947,34,1,32.5005,0
56.134,0.579347780707781,32,0,37.5005,0
58.998,0.874177526994647,38,0,87.5005,0
30.82,-2.02656010948278,45,1,12.5005,0
48.081,-0.249654994029698,32,1,62.5005,0
51.019,0.0527925599475413,30,1,32.5005,0
47.8,-0.278582074583683,47,0,62.5005,0
58.118,0.78358738148751,39,1,45.0005,0
37.627,-1.32582474531563,36,1,7.5005,0
49.759,-0.0769160574831333,39,1,37.5005,0
63.127,1.29923060744803,33,1,37.5005,0
59.618,0.938002402238313,35,1,32.5005,0
66.02,1.59704571080274,42,0,87.5005,0
42.348,-0.839829203339269,29,1,27.5005,0
54.991,0.461683534895668,28,1,87.5005,0
41.606,-0.916213166937332,34,1,37.5005,0
66.519,1.64841444103918,36,1,45.0005,0
37.767,-1.31141267671222,37,1,62.5005,0
52.617,0.21729602872073,39,1,62.5005,0
52.698,0.225634439841274,40,1,62.5005,0
53.895,0.348857626400415,37,1,62.5005,0
58.982,0.872530433439972,37,1,62.5005,0
52.594,0.214928331735885,40,0,45.0005,0
41.789,-0.897374534405734,30,0,12.5005,0
55.919,0.557214961066832,32,0,62.5005,0
51.811,0.134323690903966,37,0,200.001,0
51.776,0.130720673753114,41,1,87.5005,0
47.318,-0.328200767918274,50,1,17.5005,0
37.062,-1.3839877364651,30,1,37.5005,0
44.159,-0.653398801619466,31,1,37.5005,0
49.049,-0.150005833971847,36,0,62.5005,0
40.114,-1.0698046409108,25,1,45.0005,0
57.235,0.69268840593887,41,1,22.5005,0
48.263,-0.230919304845268,26,0,27.5005,0
50.307,-0.0205031032355063,33,0,22.5005,0
57.651,0.735512838360427,50,0,62.5005,0
54.267,0.387152551546614,41,1,7.5005,0
54.041,0.363887355086826,36,1,150.0005,0
56.466,0.613524971967292,39,1,87.5005,0
66.677,1.66467948989159,42,0,87.5005,0
48.123,-0.245331373448676,35,1,37.5005,0
67.428,1.74198994361416,43,0,62.5005,0
59.822,0.959002845060422,46,0,87.5005,0
58.297,0.802014240630438,42,0,87.5005,0
57.248,0.694026669452043,42,0,62.5005,0
56.286,0.594995169477195,38,0,87.5005,0
51.918,0.145338629050856,36,1,32.5005,1
48.82,-0.173579860473136,44,1,87.5005,1
60.352,1.01356281905904,42,0,87.5005,1
53.076,0.264547025070476,41,0,87.5005,1
59.879,0.964870615848952,42,0,150.0005,1
57.112,0.680026374237304,40,1,62.5005,1
62.23,1.20689042503904,34,0,87.5005,1
64.954,1.4873081027225,41,0,27.5005,1
64.94,1.48586689586216,39,0,87.5005,1
57.152,0.684144108123992,44,0,87.5005,1
45.899,-0.474277377548534,48,0,62.5005,1
42.864,-0.786710436200993,33,1,37.5005,1
64.31,1.42101258714683,42,0,150.0005,1
54.584,0.419785592598617,37,1,37.5005,1
53.167,0.273914869662692,33,1,62.5005,1
48.943,-0.16091782877157,43,0,87.5005,1
38.631,-1.22246962475976,43,1,150.0005,1
53.568,0.31519515187674,47,1,17.5005,0
56.445,0.61136316167678,38,1,45.0005,0
57.098,0.678585167376963,41,0,150.0005,0
37.271,-1.36247257690715,36,1,62.5005,0
56.351,0.601686487043063,38,0,62.5005,0
45.313,-0.534602178988514,40,1,17.5005,0
39.92,-1.08977565026124,40,1,22.5005,0
37.198,-1.36998744125036,32,1,22.5005,0
47.589,-0.300303120835962,37,0,32.5005,0
43.129,-0.759430449201684,42,0,45.0005,0
64.072,1.39651207052103,37,0,150.0005,0
48.476,-0.208992371898654,40,1,37.5005,0
41.652,-0.911477772967641,36,1,87.5005,0
68.451,1.84730098776621,36,1,62.5005,0
32.573,-1.84610042189867,47,1,45.0005,0
58.675,0.840926825859641,35,0,62.5005,0
52.443,0.199383886313637,35,1,45.0005,0
66.279,1.62370803771905,43,0,37.5005,0
49.852,-0.0673423261965838,31,0,87.5005,0
63.751,1.36346725608036,46,0,87.5005,0
58.821,0.855956554546053,38,0,45.0005,0
58.681,0.841544485942644,35,0,62.5005,0
51.624,0.115073284983699,46,1,32.5005,0
53.063,0.263208761557303,36,1,87.5005,0
58.89,0.86305964550059,43,0,37.5005,0
52.133,0.167471448691805,47,1,62.5005,0
54.613,0.422770949666466,39,0,45.0005,0
37.502,-1.33869266371153,37,1,17.5005,0
47.453,-0.314303416050701,35,1,62.5005,0
57.632,0.733556914764249,32,1,150.0005,0
46.037,-0.46007119563946,30,0,62.5005,0
65.328,1.52580891456304,47,0,62.5005,0
67.166,1.71501878665635,38,1,62.5005,0
67.393,1.73838692646331,39,0,62.5005,0
62.015,1.1847576053981,30,1,62.5005,0
62.445,1.22902324467999,44,0,45.0005,0
60.753,1.05484310127309,33,1,150.0005,0
44.687,-0.599044714315183,32,0,62.5005,0
62.937,1.27967137148626,46,0,200.001,0
56.501,0.617127989118143,35,1,87.5005,0
60.44,1.02262183360975,43,1,87.5005,0
34.803,-1.61653675771581,32,0,22.5005,0
48.167,-0.240801866173319,40,1,45.0005,0
46.546,-0.407673031931354,39,1,87.5005,0
49.024,-0.152579417651027,33,1,150.0005,0
61.648,1.14697739698773,42,1,22.5005,0
60.486,1.02735722757944,42,0,87.5005,0
54.148,0.374902293233717,30,1,27.5005,0
47.013,-0.359598488804271,30,1,17.5005,0
53.328,0.290488748556612,30,1,62.5005,0
45.048,-0.561882165987822,35,0,32.5005,0
70.462,2.05432005891945,38,0,200.001,0
52.335,0.18826600481958,38,0,62.5005,0
57.446,0.71440945219115,36,1,62.5005,0
63.673,1.35543767500132,40,0,150.0005,0
57.571,0.72727737058705,31,1,62.5005,0
55.445,0.508419814509578,46,0,62.5005,0
33.731,-1.72689202587905,32,1,32.5005,0
47.781,-0.280537998179859,33,1,32.5005,0
60.719,1.0513430274694,37,0,37.5005,0
59.599,0.936046478642136,43,0,37.5005,0
52.913,0.247767259482222,39,0,45.0005,0
63.406,1.32795180130767,38,0,62.5005,0
60.684,1.04774001031855,44,0,150.0005,0
51.427,0.0947934455917599,39,0,37.5005,0
58.091,0.780807911113995,43,0,37.5005,0
58.865,0.86048606182141,40,0,87.5005,0
49.98,-0.0541655777591819,40,1,5,0
43.709,-0.699723307844706,44,0,62.5005,0
55.072,0.470021946016212,40,0,37.5005,0
49.625,-0.0907104660035384,36,1,27.5005,0
56.063,0.572038803058909,38,0,62.5005,0
48.609,-0.195300906725416,38,1,62.5005,0
35.42,-1.55302071251365,37,0,32.5005,0
41.983,-0.877403525055298,33,0,32.5005,1
32.925,-1.80986436369581,33,1,87.5005,0
43.959,-0.673987471052906,47,1,12.5005,0
51.832,0.136485501194477,29,1,22.5005,0
54.853,0.447477352986595,33,1,17.5005,0
42.891,-0.783930965827478,49,1,12.5005,0
28.701,-2.24469706213008,35,1,27.5005,0
52.69,0.224810893063936,30,1,22.5005,0
59.367,0.912163622099345,36,1,22.5005,0
48.081,-0.249654994029698,30,0,45.0005,0
30.58,-2.0512665128029,32,1,32.5005,0
38.767,-1.20846932954502,28,1,45.0005,0
34.598,-1.63764014388509,31,1,7.5005,0
47.908,-0.267464193089624,36,1,22.5005,0
45.93,-0.47108613378635,38,1,32.5005,0
56.434,0.610230784857941,39,1,62.5005,0
71.19,2.12926281565718,44,0,87.5005,0
53.872,0.346489929415569,41,0,62.5005,0
47.643,-0.294744180088933,40,0,87.5005,1
62.939,1.27987725818059,49,0,45.0005,1
48.06,-0.25181680432021,61,0,150.0005,0
52.788,0.234899341086322,50,0,150.0005,1
61.84,1.16674251964384,39,0,200.001,1
56.42,0.6087895779976,76,1,12.5005,0
41.748,-0.90159521163959,35,1,37.5005,0
71.334,2.14408665764925,41,1,62.5005,0
55.454,0.509346304634083,47,0,22.5005,0
45.204,-0.545823003829739,38,0,87.5005,0
53.689,0.327651296883971,39,1,22.5005,0
66.116,1.60692827213079,27,1,87.5005,0
64.393,1.4295568849617,45,0,45.0005,0
56.224,0.588612681952828,47,0,150.0005,0
44.201,-0.649075181038443,46,0,150.0005,0
72.026,2.21532345388896,40,0,150.0005,0
44.969,-0.570014690414032,47,1,87.5005,0
53.662,0.324871826510457,44,0,62.5005,0
57.928,0.764028145525741,39,0,150.0005,0
58.863,0.860280175127075,36,0,200.001,0
55.178,0.480933940815935,40,0,45.0005,0
63.477,1.33526077895655,48,0,62.5005,0
69.51,1.95631799241628,41,0,150.0005,0
58.37,0.809529104973644,45,0,150.0005,0
55.642,0.528699653901517,49,0,150.0005,0
61.107,1.09128504617028,50,0,87.5005,0
53.282,0.28575335458692,46,0,87.5005,0
48.849,-0.170594503405288,36,1,45.0005,0
40.352,-1.045304124285,29,1,12.5005,0
58.128,0.784616814959182,46,1,45.0005,0
62.649,1.2500236875021,31,0,22.5005,0
42.891,-0.783930965827478,33,0,62.5005,0
49.022,-0.152785304345361,39,0,150.0005,0
40.978,-0.980861588958335,39,0,87.5005,0
54.302,0.390755568697466,47,1,62.5005,0
40.673,-1.01225930984433,36,0,200.001,0
55.512,0.515317018769781,36,0,32.5005,0
54.79,0.440991922115061,35,0,17.5005,0
70.261,2.03362844613885,43,0,22.5005,0
59.924,0.969503066471477,40,0,150.0005,0
68.995,1.90330216862517,45,0,37.5005,0
57.167,0.6856882583315,41,0,87.5005,0
63.331,1.32023105027013,35,0,45.0005,0
59.13,0.887766048820719,44,0,87.5005,0
69.732,1.9791714154874,38,1,37.5005,0
35.475,-1.54735882841945,36,1,32.5005,0
60.961,1.07625531748387,52,0,62.5005,0
68.131,1.8143591166727,44,0,200.001,0
47.919,-0.266331816270786,35,0,45.0005,0
54.302,0.390755568697466,44,0,87.5005,0
43.794,-0.690973123335495,45,1,150.0005,1
48.617,-0.194477359948078,35,1,150.0005,0
54.475,0.408564767757392,35,0,45.0005,1
51.684,0.121249885813731,47,0,150.0005,0
48.14,-0.243581336546834,42,1,87.5005,1
57.534,0.723468466741863,42,1,62.5005,1
68.87,1.89043425022927,38,0,62.5005,1
52.166,0.170868579148322,39,0,87.5005,1
56.789,0.646775673102298,36,0,87.5005,1
48.288,-0.228345721166088,41,1,27.5005,1
55.475,0.511508114924594,41,0,62.5005,1
61.439,1.12546223742979,36,0,62.5005,1
48,-0.257993405150242,37,1,87.5005,0
58.762,0.849882897063188,41,0,150.0005,1
43.613,-0.709605869172758,34,0,87.5005,1
43.202,-0.751915584858478,39,0,45.0005,0
38.191,-1.26776469751333,40,0,87.5005,1
49.339,-0.120152263293358,41,1,87.5005,1
55.103,0.473213189778395,34,0,45.0005,0
61.643,1.1464626802519,39,0,150.0005,0
52.865,0.242825978818197,36,1,200.001,0
61.422,1.12371220052795,33,0,87.5005,0
53.295,0.287091618100094,43,0,200.001,0
58.362,0.808705558196307,41,0,200.001,0
57.177,0.686717691803172,42,0,87.5005,0
65.63,1.55689780540753,34,0,62.5005,0
59.812,0.95797341158875,39,1,150.0005,0
68.186,1.8200210007669,48,1,87.5005,0
57.064,0.675085093573279,40,0,150.0005,0
44.389,-0.629721831771009,39,0,150.0005,1
54.876,0.44984504997144,40,1,62.5005,1
43.212,-0.750886151386806,46,1,87.5005,1
57.513,0.721306656451352,39,0,150.0005,1
41.952,-0.880594768817481,41,0,37.5005,1
41.585,-0.918374977227844,37,0,62.5005,1
38.299,-1.25664681601927,43,0,87.5005,1
41.933,-0.882550692413657,38,0,62.5005,1
62.034,1.18671352899427,44,0,62.5005,1
56.238,0.59005388881317,39,0,150.0005,1
55.026,0.465286552046521,43,0,87.5005,1
60.888,1.06874045314066,42,0,150.0005,1
42.338,-0.840858636810941,31,0,87.5005,1
47.919,-0.266331816270786,38,1,62.5005,1
56.672,0.634731301483735,41,0,150.0005,1
51.261,0.0777048499620046,37,1,87.5005,1
61.345,1.11578556279607,45,1,150.0005,1
48.451,-0.211565955577834,46,0,87.5005,1
42.09,-0.866388586908406,41,0,87.5005,0
43.859,-0.684281805769626,35,0,62.5005,0
51.008,0.0516601831287025,37,0,87.5005,0
62.901,1.27596541098824,36,0,62.5005,0
57.012,0.669732039520584,37,1,62.5005,0
52.46,0.20113392321548,34,1,45.0005,0
38.441,-1.24202886072153,25,1,62.5005,0
58.671,0.840515052470972,37,0,62.5005,0
58.917,0.865839115874104,34,0,62.5005,0
61.358,1.11712382630924,35,1,62.5005,0
48.553,-0.201065734166779,39,1,37.5005,0
56.908,0.659025931415195,36,1,62.5005,0
58.875,0.861515495293082,47,0,62.5005,0
64.118,1.40124746449072,41,0,150.0005,0
57.279,0.697217913214227,41,1,37.5005,0
66.688,1.66581186671043,43,0,150.0005,0
52.272,0.181780573948046,35,0,87.5005,0
48.332,-0.223816213890731,40,1,87.5005,0
65.937,1.58850141298786,43,0,150.0005,0
64.942,1.4860727825565,36,1,87.5005,0
54.853,0.447477352986595,39,1,22.5005,0
55.994,0.564935712104372,46,1,45.0005,0
31.707,-1.93524936054547,44,0,62.5005,0
55.606,0.524993693403498,40,0,37.5005,0
64.113,1.40073274775489,40,0,87.5005,0
68.169,1.81827096386506,38,0,62.5005,0
73.455,2.36242949699089,33,0,150.0005,0
58.009,0.772366556646285,39,0,150.0005,0
58.337,0.806131974517127,40,0,62.5005,0
72.087,2.22160299806616,40,0,62.5005,0
45.605,-0.504542721615691,35,0,150.0005,1
61.568,1.13874192921436,36,0,45.0005,1
75.932,2.61742016792405,41,0,62.5005,1
45.173,-0.549014247591922,40,0,62.5005,1
51.413,0.0933522387314187,32,1,62.5005,1
58.662,0.839588562346468,40,0,87.5005,1
49.373,-0.116652189489674,46,0,87.5005,1
51.859,0.139264971567991,34,0,45.0005,1
55.291,0.492566539045829,39,0,62.5005,1
56.689,0.636481338385578,43,0,150.0005,1
63.988,1.38786482935899,31,1,150.0005,0
46.811,-0.380393044932045,31,1,87.5005,0
49.003,-0.154741227941538,41,0,87.5005,0
53.067,0.263620534945971,43,0,87.5005,0
43.755,-0.694987913875015,33,1,62.5005,0
60.68,1.04732823692988,37,0,62.5005,0
59.578,0.933884668351625,39,0,87.5005,1
66.118,1.60713415882513,41,0,45.0005,1
55.606,0.524993693403498,39,0,62.5005,1
71.997,2.21233809682111,46,0,200.001,1
54.394,0.400226356636849,38,0,150.0005,1
60.098,0.98741520887857,42,0,150.0005,1
54.726,0.43440354789636,40,0,87.5005,1
64.862,1.47783731478312,36,0,87.5005,0
57.521,0.72213020322869,37,0,62.5005,1
65.507,1.54423577370597,30,0,62.5005,1
66.01,1.59601627733107,41,0,150.0005,1
52.867,0.243031865512531,45,0,150.0005,1
55.318,0.495346009419343,33,0,150.0005,1
63.796,1.36809970670288,43,0,87.5005,1
58.577,0.830838377837255,40,0,62.5005,1
56.82,0.649966916864481,36,0,150.0005,1
60.788,1.05844611842394,37,0,87.5005,0
56.238,0.59005388881317,54,0,62.5005,0
50.576,0.00718865715247093,32,0,62.5005,0
43.652,-0.705591078633237,34,0,62.5005,0
46.512,-0.411173105735039,46,1,87.5005,0
49.21,-0.133431955077927,42,0,87.5005,0
46.298,-0.43320298202882,32,0,62.5005,0
54.06,0.365843278683003,39,0,87.5005,0
47.8,-0.278582074583683,44,0,62.5005,0
58.18,0.789969869011876,34,0,62.5005,0
61.787,1.16128652224397,43,0,62.5005,0
50.476,-0.00310567756424943,45,1,62.5005,0
48.661,-0.189947852672721,35,0,87.5005,0
62.874,1.27318594061472,32,0,87.5005,0
42.759,-0.797519487653548,34,0,87.5005,0
52.948,0.251370276633074,45,1,62.5005,0
48.499,-0.206624674913808,42,0,87.5005,0
50.977,0.0484689393665186,43,0,62.5005,0
59.697,0.946134926664522,41,1,62.5005,0
37.738,-1.31439803378007,30,1,37.5005,0
48.77,-0.178727027831496,29,1,32.5005,0
46.64,-0.397996357297637,45,1,87.5005,0
54.083,0.368210975667849,34,0,62.5005,0
56.981,0.666540795758401,47,0,150.0005,0
51.548,0.107249590598992,35,0,32.5005,0
64.491,1.43964533298409,33,1,37.5005,0
61.155,1.0962263268343,41,0,7.5005,0
63.262,1.3131279593156,43,0,62.5005,0
50.981,0.0488807127551879,33,0,45.0005,0
66.122,1.6075459322138,33,0,37.5005,0
56.405,0.607245427790092,43,0,62.5005,0
51.745,0.12752942999093,44,1,45.0005,0
68.359,1.83783019982683,34,0,27.5005,0
64.314,1.42142436053549,35,0,45.0005,0
59.203,0.895280913163924,31,1,27.5005,0
56.011,0.566685749006215,40,0,62.5005,0
61.631,1.14522736008589,45,1,87.5005,0
60.786,1.05824023172961,45,0,62.5005,0
54.119,0.371916936165868,38,1,87.5005,0
61.491,1.13081529148248,37,0,87.5005,0
49.189,-0.135593765368439,42,1,37.5005,0
59.134,0.888177822209387,37,0,45.0005,0
64.074,1.39671795721537,34,0,45.0005,0
59.065,0.88107473125485,35,1,45.0005,0
72.233,2.23663272675257,36,0,62.5005,0
53.941,0.353593020370106,49,1,7.5005,0
41.145,-0.963670049981412,38,0,62.5005,0
52.85,0.241281828610689,40,0,87.5005,0
55.464,0.510375738105755,43,0,87.5005,0
59.138,0.888589595598056,46,1,150.0005,0
51.592,0.111779097874348,27,1,45.0005,0
44.597,-0.608309615560231,38,1,87.5005,0
55.057,0.468477795808704,41,0,150.0005,0
57.035,0.672099736505429,27,0,62.5005,0
59.311,0.906398794657982,40,0,87.5005,0
67.983,1.79912350129196,30,0,62.5005,0
39.186,-1.16533606708196,41,1,32.5005,0
62.808,1.26639167970169,35,0,150.0005,0
52.804,0.236546434640998,41,0,62.5005,0
56.445,0.61136316167678,45,0,45.0005,0
38.775,-1.20764578276768,43,0,62.5005,0
61.577,1.13966841933886,34,0,45.0005,0
52.325,0.187236571347908,37,1,37.5005,0
48.97,-0.158138358398056,44,0,62.5005,0
65.271,1.51994114377451,48,0,62.5005,0
49.233,-0.131064258093082,27,0,32.5005,0
63.085,1.294906986867,29,0,62.5005,0
56.288,0.595201056171529,36,0,37.5005,1
50.197,-0.0318268714238985,42,1,62.5005,1
49.546,-0.0988429904297474,35,0,62.5005,1
65.059,1.49811715417506,38,0,87.5005,1
41.502,-0.926919275042721,35,0,62.5005,1
60.909,1.07090226343117,42,0,150.0005,1
53.958,0.355343057271948,41,0,87.5005,1
60.267,1.00481263454983,36,0,87.5005,1
56.879,0.656040574347346,37,0,150.0005,1
48.953,-0.159888395299898,34,0,87.5005,1
36.572,-1.43442997657703,46,0,62.5005,1
37.701,-1.31820693762526,42,1,87.5005,1
46.999,-0.361039695664611,33,0,37.5005,1
46.738,-0.387907909275251,43,0,87.5005,1
52.37,0.191869021970431,40,0,62.5005,1
51.332,0.0850138276108758,41,0,87.5005,1
61.725,1.15490403471961,39,0,87.5005,0
50.067,-0.045209506555635,39,1,45.0005,0
46.475,-0.414982009580225,34,1,62.5005,0
52.314,0.186104194529068,36,0,62.5005,0
49.763,-0.0765042840944647,41,0,62.5005,0
54.949,0.457359914314646,42,0,62.5005,0
49.323,-0.121799356848033,39,1,27.5005,0
60.302,1.00841565170068,43,1,62.5005,0
66.899,1.68753291296271,40,0,150.0005,0
59.58,0.934090555045959,37,1,62.5005,0
50.359,-0.0151500491828118,32,0,62.5005,0
54.064,0.366255052071672,42,0,150.0005,0
60.686,1.04794589701288,37,1,62.5005,0
76.595,2.6856716070959,40,0,150.0005,0
52.844,0.240664168527686,39,0,45.0005,0
60.776,1.05721079825793,34,0,150.0005,0
50.752,0.0253066862538987,38,0,150.0005,0
70.22,2.02940776890499,42,0,87.5005,0
61.694,1.15171279095742,37,0,62.5005,0
52.122,0.166339071872965,38,0,200.001,0
47.574,-0.30184727104347,44,0,150.0005,0
57.828,0.753733810809021,39,1,62.5005,0
63.302,1.31724569320229,38,0,62.5005,0
47.345,-0.325421297544759,36,0,27.5005,0
66.519,1.64841444103918,36,0,150.0005,0
57.651,0.735512838360427,42,0,62.5005,1
47.478,-0.311729832371521,40,0,150.0005,0
59.401,0.91566369590303,43,0,62.5005,0
44.251,-0.643928013680083,32,0,62.5005,0
48.676,-0.188403702465213,37,1,87.5005,0
59.612,0.93738474215531,40,0,87.5005,0
53.263,0.283797430990743,32,0,87.5005,0
56.03,0.568641672602392,37,0,150.0005,0
53.887,0.348034079623077,40,0,62.5005,0
